ElapsedTime,Epoch,BestDNA,RewardOfBestDNA,AvgRewardCurEpoch
0.02,1,,-1,-372.8492
0.04,2,523221342573520037070732007142421531151221613127632336606207127757654220576346254255560475335446443327606131753204265344342135525124325155444506331406531422235323451770757454476565651155662664513726753366243763630571454375375271646563455245607,-30.18,-288.0939
0.14,3,556737517434430705526277004335057437250406444414536625335517324650026460006524303027010161477223245362321442654740565303524370250531470325431421025420076037242750235520567762650543625061234101261663476105527772312537601343403760404160152354100,-76.3,-220.9171
0.24,4,761204255600133103174522556161212267041363266716116601152321602535126327631466662337302220714531760644624613573457414371512243621506541553264401171034361630625202121474245676454544352017531651523150213117527243150126620560702576207135132115111,-19.36,-178.5546
0.34,5,150166745033600046271174266161320020711571755130503047420743424056240653736536232452711520202310063445464675356237670636477270645320404176657667303503712070472354154470566153337216075102603022024745344736213131450750022467602445035213505766304,-21.27,-151.5213
0.44,6,662564676364727573146624211274710440733651325366323462634070175157012572712037063610125222555623573272147645114434243270207270645320404176657667303503712070472354154470566153337216075102603022024745344736213131450750022467602445035213505766304,-6.02,-133.188
0.54,7,761204255600133103174522556161212267041363266716116601152321602535126327631466662337302220714531760644624613573457414371517270645320404176657667303503712070472354154470566153337216075102603022024745344736213131450750022467602445035213505766304,-1.07,-96.90408
0.64,8,761204255600133103174522556161212267041363266716116601152321602535126327631466662337302220714531760644624613573457414371517013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,-3.44,-97.51905
0.7400001,9,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,1.05,-82.22136
0.8400001,10,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,1.35,-62.84135
0.9400001,11,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,1.35,-53.20164
1.04,12,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,1.5,-55.49859
1.14,13,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,1.7,-43.80504
1.24,14,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,1.8,-45.71091
1.34,15,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,1.95,-32.29654
1.44,16,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,1.95,-38.7172
1.54,17,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,1.95,-36.66183
1.64,18,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,1.8,-32.46239
1.74,19,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.35,-34.7902
1.84,20,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.35,-40.6826
1.94,21,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.05,-24.15754
2.04,22,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.25,-30.17855
2.14,23,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.25,-38.59209
2.24,24,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.5,-14.00345
2.34,25,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.35,-35.58325
2.44,26,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.2,-30.58381
2.54,27,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.15,-38.14825
2.64,28,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.1,-32.70315
2.74,29,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.05,-40.75476
2.839999,30,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.2,-37.52815
2.939999,31,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.1,-29.32646
3.039999,32,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.3,-38.59515
3.139999,33,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.1,-29.5638
3.239999,34,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.2,-44.5609
3.339999,35,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.1,-31.3434
3.439999,36,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.35,-48.32835
3.539999,37,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.55,-24.07111
3.639999,38,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.1,-46.73904
3.739999,39,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.05,-47.8659
3.839998,40,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,3.1,-25.928
3.939998,41,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.25,-38.27965
4.039999,42,346462571113516024104325717161770453120360014330353017305666717411233564204535173534763056726676707764117330430656456023747013402637212067236511443423066433416605270454113130311177773543331055661717445170765436064413624133363512476460055642347,2.25,-41.74499
