ElapsedTime,Epoch,BestDNA,RewardOfBestDNA,AvgRewardCurEpoch
3.639999,38,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.2,-33.05908
3.739999,39,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.4,-12.4741
3.839998,40,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.3,-27.7688
3.939998,41,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.2,-15.26805
4.039999,42,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.1,-19.86935
4.139998,43,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.9,-22.99785
4.239998,44,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.9,-22.38194
4.339998,45,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.2,-34.56556
4.439998,46,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.3,-15.9101
4.539998,47,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.8,-31.54691
4.639998,48,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.5,-33.3101
4.739998,49,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.8,-29.38179
4.839998,50,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-16.9463
4.939998,51,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.1,-21.23774
5.039998,52,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.1,-6.941051
5.139997,53,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.8,-6.429301
5.239997,54,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.7,-13.33465
5.339997,55,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.2,-29.0715
5.439997,56,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-15.4262
5.539997,57,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.7,-12.02905
5.639997,58,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.8,-17.56265
5.739997,59,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.5,-17.80479
5.839997,60,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.7,-16.755
5.939997,61,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-17.26985
6.039997,62,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.1,-21.67955
6.139997,63,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-11.68955
6.239996,64,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.4,-15.40645
6.339996,65,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,6.2,-22.2265
6.439996,66,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-31.09055
6.539996,67,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.1,-19.62859
6.639996,68,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.6,-13.14845
6.739996,69,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.7,-25.35065
6.839996,70,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.5,-11.8667
6.939996,71,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.4,-17.9578
7.039996,72,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.2,-21.91259
7.139996,73,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-15.29856
7.239995,74,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,6.6,-27.9922
7.339995,75,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.3,-11.28035
7.439995,76,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.8,-20.02985
7.539995,77,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.5,-19.3257
7.639995,78,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.6,-15.6795
7.739995,79,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.6,-23.85885
7.839995,80,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.2,-6.61595
7.939995,81,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.4,-13.715
8.039995,82,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.6,-25.17895
8.139996,83,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.7,-9.030197
8.239996,84,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.3,-14.7478
8.339996,85,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-19.26594
8.439997,86,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.2,-23.9462
8.539997,87,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.5,-21.75215
8.639997,88,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.3,-7.210501
8.739998,89,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-11.8441
8.839998,90,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-15.2661
8.939999,91,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.5,-16.98845
9.039999,92,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.9,-22.6107
9.139999,93,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.3,-13.75295
9.24,94,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.1,-21.7498
9.34,95,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.8,-18.1295
9.440001,96,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-15.59395
9.540001,97,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.9,-13.99105
9.640001,98,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.6,-21.584
9.740002,99,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.9,-13.2334
9.840002,100,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.8,-22.09009
9.940002,101,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-17.81355
10.04,102,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.4,-10.2296
10.14,103,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.3,-15.57615
10.24,104,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.2,-12.71925
10.34,105,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-17.2914
10.44,106,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.5,-16.2047
10.54,107,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.5,-15.93135
10.64001,108,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.1,-11.82675
10.74001,109,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.1,-11.93631
10.84001,110,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.1,-25.5052
10.94001,111,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.4,-24.86315
11.04001,112,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.7,-9.255451
11.14001,113,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.1,-24.07965
11.24001,114,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.6,-16.3426
11.34001,115,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.9,-17.2064
11.44001,116,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.9,-12.43245
11.54001,117,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.8,-21.4697
11.64001,118,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.2,-21.46029
11.74001,119,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.8,-28.0249
11.84001,120,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.5,-12.76425
11.94001,121,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.9,-12.7017
12.04001,122,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.3,-30.19006
12.14001,123,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.7,-16.26795
12.24001,124,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.4,-12.3138
12.34001,125,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.9,-27.80029
12.44001,126,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.7,-15.26325
12.54001,127,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.4,-22.81085
12.64001,128,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.9,-21.20684
12.74001,129,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5.6,-14.21
12.84001,130,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-8.999203
12.94001,131,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.9,-21.82855
13.04001,132,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-19.96386
13.14001,133,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.4,-10.89955
13.24002,134,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,6.1,-31.78139
13.34002,135,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.7,-29.71271
13.44002,136,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-28.45095
13.54002,137,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-13.8051
13.64002,138,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-19.71545
13.74002,139,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,5,-14.2284
13.84002,140,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.7,-20.2844
13.94002,141,104777562442321566755772156611517065212456526610744540341332031363771014402564441753531024525332561363710432000460626745017067043040410325570374514765100704461276137175524427536557331007530226724163653327273151064440027117175346062075575525072,4.9,-27.1159
