ElapsedTime,Epoch,BestDNA,RewardOfBestDNA,CansPickedUpByBest,AvgRewardCurEpoch
4.439998,46,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.25,0,-4.5886
4.539998,47,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.9,0,-5.417399
4.639998,48,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.55,0,-5.455266
4.739998,49,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4,1,-5.193167
4.839998,50,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.85,0,0.01783333
4.939998,51,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.85,0,-2.134434
5.039998,52,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.2,1,-2.574733
5.139997,53,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.1,0,-4.8224
5.239997,54,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.3,1,-1.830167
5.339997,55,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.7,1,-7.238066
5.439997,56,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.45,0,-5.857
5.539997,57,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4,1,-5.274533
5.639997,58,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.15,0,-3.3305
5.739997,59,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.55,1,-3.0317
5.839997,60,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.3,1,-4.0441
5.939997,61,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.5,0,-5.419099
6.039997,62,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.35,1,-3.415067
6.139997,63,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.3,0,-5.913867
6.239996,64,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4,0,-4.978967
6.339996,65,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.35,0,-6.512333
6.439996,66,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.7,1,-3.865633
6.539996,67,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.1,1,-2.6775
6.639996,68,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4,1,-2.0011
6.739996,69,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.6,0,-4.4096
6.839996,70,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.3,0,-3.1717
6.939996,71,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.7,0,-3.104467
7.039996,72,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4,0,-2.311767
7.139996,73,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.55,0,0.0006666665
7.239995,74,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.1,0,-8.210867
7.339995,75,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.15,1,-5.0243
7.439995,76,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.4,1,-0.2304
7.539995,77,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.1,1,-8.9724
7.639995,78,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,3.4,0,-0.01873333
7.739995,79,032210246315606155240436325630511404324033601635252543300153406265351345545616143455353230243241142361625153356054345415504543613115064321403042023066402102061130425313455514356454044011324415460451436335145623452333446130416513264650066344544,4.5,0,-3.221167
