ElapsedTime,Epoch,BestDNA,RewardOfBestDNA,CansPickedUpByBest,AvgRewardCurEpoch
0.02,1,-1,-1,0,-1
0.04,2,622133156401315052650022036151613001000224543652051162102214121642560544153165164562203333636341413260202032162120562230303366241664010501562251600455635231253426152424450063350352264252100662441154366355065663400660522455451642532503203123042,0.2,0,-483.1111
0.14,3,625665005001524323551166136253343402645343141433223216460663135651601413164504516421014623044661440266416052535132252040052311010066150615002421655560242135621660615202166416315100435343014120420615063500245162254042616044303115051111041541256,-2.62,0,-227.1469
0.24,4,625665005001524323551166136253343402645343141433223216460663135651601413164504516421014623044661440266416052535132252040054544530022333222303115311166121344536544404235111526315205655233000244640166413641540510523333232114256142530405103250225,0.1,0,-145.0171
0.34,5,155510641364111241015011335066320141253056240332302433436144014251056514566625412102356265164346512664465142500355435105031561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,0,0,-186.9293
0.44,6,346061006165511323203402044200455664611133350456002131033260416221111642126551456021420532321253660116452613556040326506154140265526602356242554225110542303653135456131444424633200244020452130630261132402031655663103213332121516146303215646023,0.2,0,-123.1842
0.54,7,363026141365060446346261520205224644361052446654611042323630243165562644332215203015034010144621422534145344355242465624441561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,0,0,-160.851
0.64,8,442222063530261201664450625612022505113651311162342114304002160162135201645642643433361312353013410306456261630550114420106415323624443342223543122344641030431325150350421043405015515000215635035444552416365421606430502000660652102325450434212,0,0,-108.5154
0.7400001,9,150112465103160456660526443000204662642533025140360351363430465144316222323122314553041400552124320430303524122503055014211561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,0.1,0,-100.1641
0.8400001,10,645055045361432113266051540452620160623226065022506603446032313152526653121631154134023116242543110114023042346064442635205131031136266252523134600503466122532421251662245150534233406324232425156602212136642626105114513353630660631221440133015,-1.76,0,-112.2258
0.9400001,11,645055045361432113266051540452620160623226065022506603446032313152526653121631154134023116242543110114023042346064442635201561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,0.8,0,-94.88766
1.04,12,363026141365060446346261520205224644361052446654611042323630243165562644332215203015034010144621422534145344355242465624445131031136266252523134600503466122532421251662245150534233406324232425156602212136642626105114513353630660631221440133015,0.25,0,-61.23347
1.14,13,363026141365060446346261520205224644361052446654611042323630243165562644332215203015034010144621422534145344355242465624441561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,0.3,0,-76.83136
1.24,14,621540421310032631230416101263412422201124434200125043510240016565362240135005350436061243140654100445635515324523224645501561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-12.28,0,-95.93704
1.34,15,301325422014521066510361023305224523626351260346120526051513513536642021041404102015013046264046560621262611061635140101531561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-9,0,-31.4336
1.44,16,363026141365060446346261520205224644361052446654611042323630243165562644332215203015034010144621422534145344355242465624441561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-20.7,0,-61.31067
1.54,17,141135264255066356056433401311354034642664023341103055612102056421034504052431105620610145616114462415335132643165641602411561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-19.65,0,-56.99374
1.64,18,621540421310032631230416101263412422201124434200125043510240016565362240135005350436061243140654100445635515324523224645501561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-18.69,0,-67.57345
1.74,19,645055045361432113266051540452620160623226065022506603446032313152526653121631154134023116242543110114023042346064442635201561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-24.49,0,-61.19429
1.84,20,645055045361432113266051540452620160623226065022506603446032313152526653121631154134023116242543110114023042346064442635201561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-5.71,0,-38.49304
1.94,21,645055045361432113266051540452620160623226065022506603446032313152526653121631154134023116242543110114023042346064442635201561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,0.75,0,-55.56935
2.04,22,645055045361432113266051540452620160623226065022506603446032313152526653121631154134023116242543110114023042346064442635201561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-37.97,0,-65.84174
2.14,23,645055045361432113266051540452620160623226065022506603446032313152526653121631154134023116242543110114023042346064442635201561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-12.04,0,-41.65589
2.24,24,645055045361432113266051540452620160623226065022506603446032313152526653121631154134023116242543110114023042346064442635201561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-0.4,0,-27.24315
2.34,25,301325422014521066510361023305224523626351260346120526051513513536642021041404102015013046264046560621262611061635140101531561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-9.8,0,-32.65998
2.44,26,101401056425440013055412503554405633543325222232122041516206266366315466642030050403011642450466624641332434613121603421621561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-19.9,0,-37.21476
2.54,27,645055045361432113266051540452620160623226065022506603446032313152526653121631154134023116242543110114023042346064442635201561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-7.65,0,-43.19514
2.64,28,101401056425440013055412503554405633543325222232122041516206266366315466642030050403011642450466624641332434613121603421621561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-12.99,0,-44.66394
2.74,29,645055045361432113266051540452620160623226065022506603446032313152526653121631154134023116242543110114023042346064442635201561635240603052556564130133202365156252433221441626046262261335634151220413043454266206142632001261464242010313646524461,-20.3,0,-52.17304
