ElapsedTime,Epoch,BestDNA,RewardOfBestDNA,CansPickedUpByBest,AvgRewardCurEpoch
0.02,1,-1,-1,0,-1
0.04,2,120446054446501451456654332534023065603641332026646601361250045006160015005422012640204254051012402412343246656154133523436441642110432543135130341015544164456562401312430522335406035604132626011124154200554320241506423226511260035443113033141,0.1,0,-452.337
0.14,3,551623450646444111461601634414620421266241105000042125200021452040635611504244216104666366503000330666052301604110013534126116233364056426032166016542464113040232341324443564225104124031351651150415241226651636124514453001655111230646342536446,0.1,0,-202.9588
0.24,4,614356420050604123462033140450540624256661132053653232511503355235561453420331214026133125361462251410411232051310563601515433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,0.1,0,-173.2011
0.34,5,350460263403154522106461640302636155233412210621200344134130441353044256125450120443320200634613520261643035156160244002250564261000453000511324064332663332430216141152402312060230455605465564630110505254001003063521220622211026541361510544236,0,0,-130.9904
0.44,6,454032252230204601352132635456623542203462616003446525226206644132555116536413260150623453514243240500205004306231022030201002604552511563114520011301560616132365226555264345561440224065652143441503423060626633560114060153412265545303564650440,0.5,0,-111.5101
0.54,7,661603262004602620216015562642231410465451455001002440520312402244313536434663225154550523156142311063466363046311010242465433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,0.3,1,-86.49619
0.64,8,214231425066146226641444152252520124134424120422546551103563352566610653310115445466425203606036605331424460132102544640345433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,0.2,1,-54.14641
0.7400001,9,200010153430155164041563265460324056125556154646556546166511552634121656250644306041211653343336643660430101111015423445665433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,0.45,0,-72.74746
0.8400001,10,063115162241542065551566313612210261221345126625144554456060612100456632620204444645052560634156325112105344343560253444155433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,0.3,0,-55.0351
0.9400001,11,214231425066146226641444152252520124134424120422546551103563352566610653310115445466425203606036605331424460132102544640345433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,-29.75,0,-55.79515
1.04,12,441452022216423663314002061513662026631223215110536104244460661055641124420410202423644233143626400304422641444625234043605433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,-19.95,0,-38.24644
1.14,13,200010153430155164041563265460324056125556154646556546166511552634121656250644306041211653343336643660430101111015423445665433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,-11.64,0,-80.22847
1.24,14,063115162241542065551566313612210261221345126625144554456060612100456632620204444645052560634156325112105344343560253444155433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,0.25,0,-15.47981
1.34,15,341403460662643013632604001143333640541325465361302206613255514421505626352641504303600322154610505320013241624426306013215433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,-37.81,0,-48.72985
1.44,16,200010153430155164041563265460324056125556154646556546166511552634121656250644306041211653343336643660430101111015423445665433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,-39.8,0,-64.58771
1.54,17,200010153430155164041563265460324056125556154646556546166511552634121656250644306041211653343336643660430101111015423445665433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,-21.2,0,-25.0327
1.64,18,200010153430155164041563265460324056125556154646556546166511552634121656250644306041211653343336643660430101111015423445665433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,-8.8,0,-29.87895
1.74,19,200010153430155164041563265460324056125556154646556546166511552634121656250644306041211653343336643660430101111015423445665433134623000232406106405536145620066315312536426251321140413505036466343446220624414065346516425653106455526533535456000,-4.6,0,-13.52555
