ElapsedTime,Epoch,BestDNA,RewardOfBestDNA,AvgRewardCurEpoch
3.239999,34,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.25,-5.8887
3.339999,35,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.4,-9.85505
3.439999,36,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.45,-8.76965
3.539999,37,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,3.15,-1.1916
3.639999,38,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.25,-18.61
3.739999,39,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.75,-4.156498
3.839998,40,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.35,-3.642048
3.939998,41,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,3.05,-5.539351
4.039999,42,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.85,-12.7709
4.139998,43,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.45,-8.954755
4.239998,44,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.75,-14.83225
4.339998,45,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.45,-7.847952
4.439998,46,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.5,-8.108603
4.539998,47,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.05,-7.620948
4.639998,48,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.15,-9.570752
4.739998,49,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.7,-4.93525
4.839998,50,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,3.3,-4.55745
4.939998,51,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.15,-5.912202
5.039998,52,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.35,-9.972851
5.139997,53,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.3,-11.40965
5.239997,54,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.6,-6.0198
5.339997,55,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.95,-6.962997
5.439997,56,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.6,-8.347501
5.539997,57,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.4,-8.225299
5.639997,58,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.75,-13.16795
5.739997,59,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.9,-5.736204
5.839997,60,514776143005177006241513755340650106172262555445040521610245357774157413243022433454231453015215544355335300777471745071160750254731127234336160634310326525162426372137177376741576215474574517154114317404263736302056064072426663477304510616057,2.5,-9.581948

