ElapsedTime,Epoch,BestDNA,RewardOfBestDNA,AvgRewardCurEpoch
0.02,1,,-1,-373.2917
0.04,2,562642260303345143201223302406606656232041234135644660224355400531703243306677275510532206226161354334007474275324076741507040123640276551116673024733066606260721436766177051532771341201650510546754752141554644570221667150336274014771544766731,-9.83,-252.8309
0.14,3,372410755257133726660260227107255023276450247303046426272366267427754757524035763677103574143572767407507773237556451340717040123640276551116673024733066606260721436766177051532771341201650510546754752141554644570221667150336274014771544766731,0,-190.1444
0.24,4,654667576012106206707336412153614751242537274071603223632062272012300446741537601645072227627267373006721633417406612267747040123640276551116673024733066606260721436766177051532771341201650510546754752141554644570221667150336274014771544766731,-1.68,-141.5965
0.34,5,372410755257133726660260227107255023276450247303046426272366267427754757524035763677103574143572767407507773237556451340716764571215143141575357127710304054164620244140762242331566014242212210131446167635744552436650232463253551105230163762664,-2.63,-106.6414
0.44,6,417545352322407554331402506574455741623312323233010250574240724315516224056373043441563015470742720751767357757242513023616764571215143141575357127710304054164620244140762242331566014242212210131446167635744552436650232463253551105230163762664,-1.14,-53.19531
0.54,7,372410755257133726660260227107255023276450247303046426272366267427754757524035763677103574143572767407507773237556451340717040123640276551116673024733066606260721436766177051532771341201650510546754752141554644570221667150336274014771544766731,0,-29.70539
0.64,8,372410755257133726660260227107255023276450247303046426272366267427754757524035763677103574143572767407507773237556451340716764571215143141575357127710304054164620244140762242331566014242212210131446167635744552436650232463253551105230163762664,0.46,-24.32216
0.7400001,9,372410755257133726660260227107255023276450247303046426272366267427754757524035763677103574143572767407507773237556451340716764571215143141575357127710304054164620244140762242331566014242212210131446167635744552436650232463253551105230163762664,0.55,-20.53034
0.8400001,10,372410755257133726660260227107255023276450247303046426272366267427754757524035763677103574143572767407507773237556451340716764571215143141575357127710304054164620244140762242331566014242212210131446167635744552436650232463253551105230163762664,1.65,-14.73385
0.9400001,11,372410755257133726660260227107255023276450247303046426272366267427754757524035763677103574143572767407507773237556451340716764571215143141575357127710304054164620244140762242331566014242212210131446167635744552436650232463253551105230163762664,2.2,-11.2751
1.04,12,372410755257133726660260227107255023276450247303046426272366267427754757524035763677103574143572767407507773237556451340716764571215143141575357127710304054164620244140762242331566014242212210131446167635744552436650232463253551105230163762664,1.4,-6.646502
1.14,13,372410755257133726660260227107255023276450247303046426272366267427754757524035763677103574143572767407507773237556451340716764571215143141575357127710304054164620244140762242331566014242212210131446167635744552436650232463253551105230163762664,2.35,-4.97565
1.24,14,372410755257133726660260227107255023276450247303046426272366267427754757524035763677103574143572767407507773237556451340716764571215143141575357127710304054164620244140762242331566014242212210131446167635744552436650232463253551105230163762664,2.95,-1.27475
1.34,15,372410755257133726660260227107255023276450247303046426272366267427754757524035763677103574143572767407507773237556451340716764571215143141575357127710304054164620244140762242331566014242212210131446167635744552436650232463253551105230163762664,0.62,-0.0442
