ElapsedTime,Epoch,BestDNA,RewardOfBestDNA,AvgRewardCurEpoch
4.239998,44,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-6.99,-38.51479
4.339998,45,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-5.1,-41.6555
4.439998,46,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-3.64,-36.89576
4.539998,47,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-1.25,-40.8351
4.639998,48,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-5.34,-37.29149
4.739998,49,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-9.2,-42.97876
4.839998,50,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-4.67,-41.8439
4.939998,51,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-5.84,-41.58929
5.039998,52,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-4.03,-41.51134
5.139997,53,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-3.93,-42.91351
5.239997,54,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-3.68,-39.97521
5.339997,55,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653502375604331623143057527457524430672507775117037565755316166406670775710212274516360463703234462634312373025757607401212470,-0.83,-43.69709
5.439997,56,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-4.81,-40.56432
5.539997,57,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-2.83,-42.46049
5.639997,58,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653502375604331623143057527457524430672507775117037565755316166406670775710212274516360463703234462634312373025757607401212470,-1.41,-36.10629
5.739997,59,705635217536143747052265123575557446537360145572171035501163367751242606264327403777023115772242552044164362477330207056530002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-1.5,-41.3364
5.839997,60,421523420241404131125372473236367575223616774403520063377650725376403041225242057503540216702243777147112340702757714653500002365121115265346370564454511054540046156447446220135564057374521611541527734503742606556775671371471237071271730757470,-4.51,-37.09401

