ElapsedTime,Epoch,BestDNA,RewardOfBestDNA,AvgRewardCurEpoch
0.02,1,-1,-1,-1
0.04,2,662441662532646351552115533364122414336465246055560313204652146525330111324261531331463445221343401240065021430234331456433230440625426545551450430413223562601645333332542362314521644425264325156201440460545063102611642434022312623010452424342,0,-1
0.14,3,150011233362410143363146052336300651362450400562221604453632521256600420001436344253410020513106240560334431342355063332143250020021520442551066563454230540256261033126511215054410462215205536521416060306564620042612604640251311146432063200524,-0.55,-1
0.24,4,366524504053214541645054303414001403031645253262405520563165306565232350203346604650542644661113230533305544646125452522206562664515053021444034235616452522631041334233516150215200515246442364550204235123122643450060223253255462613011123102446,0.3,-1
0.34,5,460130204506440360061365641405112210432534443204403464430020323120411644452623161244166345160646343264536463300336426235125004036134053150202125300656065422441204051204551464112545451006064641406552564234541524406502015153060104334025634344444,0,-1
0.44,6,543664023133162526106565225626124555605131401460410151222014452131524354451304552526502052005403640165660602430540061235061446646466441635464453243613621122653152365231535555155140411016412345645232630610403333156561063213216653001136452033141,0,-1
0.54,7,206556453161154204104310056116165165544422246262431441504401212624543115604346006332406461263103262113360133320161100046236325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,1.2,-1
0.64,8,024511012051326612364101222326226206603521142455313216435200430452165001451141312133501134004552504544534311453213031360665130654505423206041404453363533625454605324453550264042225255562556634324441652041645604363452635550106112032505456360322,0,-1
0.7400001,9,445306566013610426141052041163466116342461652643354534551530063053426215000011460045235044312602132331214331532431631546135130654505423206041404453363533625454605324453550264042225255562556634324441652041645604363452635550106112032505456360322,0.3,-1
0.8400001,10,206556453161154204104310056116165165544422246262431441504401212624543115604346006332406461263103262113360133320161100046232406303504042105322160525615152633101301323530565262021125055330110642442255140524526054205362466000114014615540421635210,0.2,-1
0.9400001,11,300504514564164011503540135355635223320161222003631342362332635142634416634132506140330052362012631446435525304460301203216325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0.3,-1
1.04,12,611220562332220261362066321533560036656046046013125232516426546254365410141234516621505100112466452665340256130002161416426310660523125553560162546631066256153233532543536421666515555666232464242123120205141601346146056303022606005265044302036,0.55,-1
1.14,13,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,-0.1,-1
1.24,14,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0,-1
1.34,15,611220562332220261362066321533560036656046046013125232516426546254365410141234516621505100112466452665340256130002161416426310660523125553560162546631066256153233532543536421666515555666232464242123120205141601346146056303022606005265044302036,0.1,-1
1.44,16,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0,-1
1.54,17,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0,-1
1.64,18,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0,-1
1.74,19,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0,-1
1.84,20,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0,-1
1.94,21,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0,-1
2.04,22,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0,-1
2.14,23,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0,-1
2.24,24,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0,-1
2.34,25,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0,-1
2.44,26,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0.1,-1
2.54,27,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0,-1
2.64,28,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0.1,-1
2.74,29,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530206325645633615255213462043004552336624610453344551433635141361606030642446152054552546261362455436343205514554063244332255,0.2,-1
2.839999,30,255165555613336522356001025556366501500150102435025104022164163540203411401430350001145243060220160045611600536454410530201245234534223430130332550541146354335222531650515035413560125313311230554564366214210241454303565006334050555044306354516,0.77,-1

